,0
1073,72.4233014260021
1074,72.11400886663256
1075,73.06548463198472
1076,78.73091287510594
1077,80.12287101217001
1078,72.08750910856776
1079,72.83773824953958
1080,75.50943793550456
1081,76.93273247159833
1082,76.06142466520275
1083,71.75127917197192
1084,70.04418705359612
1085,74.0840594565128
1086,73.98254372133259
1087,80.28713990422837
1088,73.69319582503012
1089,73.30205502280559
1090,70.38817601159936
1091,70.68395720574316
1092,71.96496166720378
1093,69.31269317571655
1094,72.18656385256864
1095,73.36576077927798
1096,71.23917848844616
1097,76.65355245550447
1098,72.9653721234476
1099,72.08915220805793
1100,71.56096244362959
1101,68.57526087679081
1102,74.23957506920185
1103,71.38918030568816
1104,73.96771905971268
1105,75.41684267862362
1106,78.43546360535564
1107,73.17414595451945
1108,70.02628042115212
1109,68.43099459486436
1110,71.48691593664051
1111,69.6226086355687
1112,69.11022873495041
1113,71.23672127364503
1114,74.753274916888
1115,69.40847006585457
1116,64.79909125498756
1117,70.6435353434188
1118,71.3031217215997
1119,74.66609747802926
1120,77.77870785679976
1121,71.87458507890676
1122,73.01902411491434
1123,69.17992596147951
1124,69.7304534362671
1125,77.50052631282014
1126,66.46829472336526
1127,69.18297366615218
1128,69.4481061165105
1129,72.01743257352254
1130,76.02007580298465
1131,76.455770258486
1132,73.37635831833919
1133,74.72744841341154
1134,78.4939207920216
1135,75.33739963710038
1136,67.5135678438882
1137,67.35905822087535
1138,66.91227075317568
1139,71.47801464283737
1140,70.6737194124045
1141,70.55483806623715
1142,73.11349549762468
1143,69.78803616218562
1144,67.0023767717722
1145,72.39534762892879
1146,68.77381783875704
1147,66.40356834602422
1148,69.48856952482849
1149,72.90542137900312
1150,75.74279441657738
1151,70.54324409540588
1152,69.74823752255654
1153,64.34910858734597
1154,64.34137557896594
1155,66.87487728550515
1156,75.7488534971257
1157,71.51427329445907
1158,68.03105818207058
1159,71.71732816702331
1160,67.9102151721894
1161,65.37117826518812
1162,64.43847953186479
1163,68.7251620409377
1164,74.24117208240173
1165,71.98887215375598
1166,71.02991618447449
1167,70.65588720378457
1168,68.20943260620406
1169,69.73351373420623
1170,63.62570480436953
1171,64.918923033805
1172,68.05740594714051
1173,66.42674734182101
1174,64.02616448303917
1175,64.01256114312184
1176,67.2428529729748
1177,68.6437211122588
1178,68.8855580023003
1179,68.47607807768216
1180,66.58937665544111
1181,70.65130846276509
1182,67.97341844410354
1183,67.52938972451622
1184,69.61693378520707
1185,72.16458288836043
1186,68.10358765837104
1187,67.00200731239306
1188,67.91880198391362
1189,66.42596560910859
1190,64.82910213931063
1191,68.1271681676693
1192,74.50282369860255
1193,69.79851726850873
1194,67.09012230025276
1195,66.80311531162094
1196,71.51287332627783
1197,76.34865322791438
1198,64.78867611008538
1199,67.03943532409451
1200,68.57183845037461
1201,71.83062061358619
1202,71.76948359546915
1203,72.41014618276455
1204,68.28264174258868
1205,64.48934694601911
1206,69.42882650001432
1207,67.85002643686309
1208,69.05714953026063
1209,72.5563849335619
1210,67.31386774980768
1211,66.77386748566015
1212,64.42268587391136
1213,63.911044226003106
1214,66.4480193590836
1215,62.8007246774303
1216,65.5713967370352
1217,61.77116733023354
1218,63.176104200118836
1219,65.73282337998167
1220,67.56782664025044
1221,69.04839491220893
1222,63.21848765212823
1223,65.4549722016647
1224,60.637139580094875
1225,65.22934823631556
1226,64.33038048461655
1227,64.91873050540131
1228,69.2476070630748
1229,64.61683068713722
1230,61.51391662003532
1231,64.52882835846694
1232,58.13850450948048
1233,58.88955977544974
1234,65.14444230306518
1235,64.6505648290887
1236,65.59822390963619
1237,64.7602439112589
1238,63.6801819855483
1239,62.287972684192276
1240,62.82934848062792
1241,62.58260849246414
1242,63.64844305973114
1243,61.637424848897986
1244,65.29901992902533
1245,63.56337306912753
1246,63.67769452476717
1247,64.56095413653843
1248,64.68806349430015
1249,67.12304804352297
1250,61.981238824325445
1251,64.41256800099299
1252,69.08722803488209
1253,66.40747902237946
1254,65.8238730401308
1255,60.32282801096698
1256,62.67873555744223
1257,63.76169843634959
1258,65.16987725352021
1259,69.0630164378155
1260,62.772337224590174
1261,65.02003499251558
1262,58.020217368517
1263,58.5190672517859
1264,59.3256095131552
1265,59.76586977809037
1266,63.515352975341955
1267,58.889810313930155
1268,66.44551977716091
1269,63.99964270419783
1270,66.1017856520585
1271,65.74892009421035
1272,66.86333588773354
1273,58.84848659888191
1274,59.36285973531212
1275,59.216392810823216
1276,58.45187476016979
1277,62.13413741412475
1278,60.21581030388649
1279,62.69052272017783
1280,60.75968221986795
1281,62.62997788080161
1282,63.90925813420491
1283,63.43220524339369
1284,64.32607893299031
1285,66.18342319134003
1286,65.25136684403613
1287,58.87514995941071
1288,58.26498349982152
1289,59.36179412219897
1290,72.29410309353592
1291,64.14142103509919
1292,61.9702979053902
1293,58.85515557377835
1294,57.889493127464064
1295,69.14847777426152
1296,63.29318023026749
1297,62.781363400424496
1298,63.97129345067775
1299,60.64861243010877
1300,61.15131218275069
1301,59.60594274336957
1302,62.08903805057378
1303,63.99323643490347
1304,66.29415506267382
1305,61.605208380516345
1306,60.42371299236377
1307,54.89767067644448
1308,56.73146195808766
1309,62.958336437285894
1310,57.515256261938596
1311,58.737675548126106
1312,57.49311356454543
1313,57.623935676118755
1314,60.372126888393154
1315,56.703905057466635
1316,57.71475941589769
1317,56.759401095949244
1318,56.84794894041434
1319,57.51165043693446
1320,56.669505723144816
1321,61.380995603785486
1322,62.63483654729749
1323,60.445594011219725
1324,58.5127511300341
1325,59.6357363853401
1326,55.15295839507842
1327,55.47237564844671
1328,58.827029878226085
1329,60.26305063734827
1330,58.821655354382514
1331,57.66823726062417
1332,56.92524509726969
1333,60.89323815400521
1334,59.461568811771045
1335,62.59538500675077
1336,62.2700512696237
1337,64.10408090198379
1338,63.09609611480228
1339,62.67487378473396
1340,56.09039914963073
1341,58.79218500021511
1342,60.08079426909857
1343,66.23177745589074
1344,63.28746309734749
1345,58.23931653680918
1346,57.49615870701855
1347,58.25487822815788
1348,56.37899874327601
1349,55.31276545094218
1350,58.88916128955715
1351,60.15800899579157
1352,52.23023674919052
1353,58.231030173416855
1354,62.51344733345107
1355,61.51923717782792
1356,59.12878912721328
1357,57.0094960457368
